victim_id,name,age,gender,address,district,socio_economic_status
VIC-2024-KA-0873,Avi Dada,74,Male,"90/330, Golla Nagar, Dehradun-461337",Hassan,Upper Middle Class
VIC-2024-KA-0874,Thomas Peri,39,Other,"727, Hayre, Bhalswa Jahangir Pur 758699",Mangaluru,Upper Middle Class
VIC-2024-KA-0875,Unni Mani,32,Male,"32/378, Edwin, Shivpuri 692318",Hassan,Upper Middle Class
VIC-2024-KA-0876,Falan Sunder,42,Female,"07, Ray Circle, Lucknow-328776",Mysuru,Upper Middle Class
VIC-2024-KA-0877,Adya Palan,64,Other,"53/21, Merchant Nagar, Kollam-907581",Shivamogga,Lower Class
VIC-2024-KA-0878,Umang Kala,35,Female,"636, Sehgal Chowk, Surat-580303",Mysuru,Upper Middle Class
VIC-2024-KA-0879,Advaith Mukherjee,83,Other,"08/102, Sachdev Road, Ambala 901922",Bengaluru Rural,Middle Class
VIC-2024-KA-0880,Harini Ahuja,15,Male,"162, Goyal Ganj, Jodhpur 745721",Davangere,Upper Middle Class
VIC-2024-KA-0881,Pushti Varma,23,Male,"237, Srivastava Street, Patiala 615404",Davangere,Lower Class
VIC-2024-KA-0882,Udant Aggarwal,85,Male,"38/59, Bandi Street, Amravati-003302",Tumakuru,Upper Middle Class
VIC-2024-KA-0883,Yasti Krishna,27,Other,"07/272, Kade Path, Tadipatri-468410",Shivamogga,Upper Middle Class
VIC-2024-KA-0884,Pavani Parekh,81,Male,"H.No. 028, Agarwal Street, Bikaner 473944",Davangere,Upper Middle Class
VIC-2024-KA-0885,Gautam Khurana,66,Female,"H.No. 044, Vora Road, Akola-276931",Ballari,Middle Class
VIC-2024-KA-0886,Watika Virk,31,Male,"H.No. 332, Yadav Chowk, Kolkata-905107",Hassan,Lower Class
VIC-2024-KA-0887,Hiral Dubey,79,Male,"59, Anne, Asansol-081791",Mangaluru,Upper Middle Class
VIC-2024-KA-0888,Upkaar Ravi,47,Other,"74/82, Basak Marg, Bhind 900281",Ballari,Middle Class
VIC-2024-KA-0889,Owen Memon,17,Male,"16/693, Prasad Chowk, Buxar-794437",Chikkamagaluru,Upper Middle Class
VIC-2024-KA-0890,Zayan Bhat,24,Male,"H.No. 160, Dhawan Circle, Kalyan-Dombivli-258170",Shivamogga,Lower Class
VIC-2024-KA-0891,Qadim Sagar,84,Female,"37/49, Pant Chowk, Avadi 325660",Bengaluru Urban,Middle Class
VIC-2024-KA-0892,Nachiket Rattan,63,Male,"66, Tiwari Zila, Sambhal 999248",Mysuru,Lower Class
VIC-2024-KA-0893,Nakul Dyal,51,Other,"H.No. 725, Kalla Path, Korba 195030",Vijayapura,Lower Class
VIC-2024-KA-0894,Shivansh Chaudry,10,Male,"71/00, Sinha, Satna 300406",Mangaluru,Upper Middle Class
VIC-2024-KA-0895,Sai Nori,10,Male,"H.No. 48, Chatterjee Circle, Durgapur-792019",Belagavi,Middle Class
VIC-2024-KA-0896,Thomas Om,51,Male,"369, Bhandari Circle, Asansol-985709",Vijayapura,Lower Class
VIC-2024-KA-0897,Samaksh Pillay,7,Other,"149, Sarin Chowk, Moradabad 682509",Bengaluru Rural,Lower Class
VIC-2024-KA-0898,Balhaar Das,10,Female,"152, Choudhry Zila, Vijayawada-963052",Shivamogga,Middle Class
VIC-2024-KA-0899,Upkaar Bal,13,Other,"H.No. 14, Dara Marg, Ujjain-637964",Chikkamagaluru,Lower Class
VIC-2024-KA-0900,Dalaja Deo,43,Other,"48/591, Shukla Zila, Kavali-467623",Shivamogga,Middle Class
VIC-2024-KA-0901,Ayush Lala,26,Female,"611, Patil Chowk, Aurangabad 393433",Mysuru,Upper Middle Class
VIC-2024-KA-0902,Jagat Goel,64,Male,"116, Mall Street, Vasai-Virar-589162",Hubballi-Dharwad,Middle Class
VIC-2024-KA-0903,Dayita Kota,73,Other,"65/09, Anand Path, Malegaon 322164",Vijayapura,Lower Class
VIC-2024-KA-0904,Gavin Kothari,24,Male,"H.No. 32, Guha Circle, Gopalpur 988418",Chikkamagaluru,Upper Middle Class
VIC-2024-KA-0905,Maanas Mohanty,18,Female,"055, Merchant Nagar, Ujjain-781814",Mysuru,Lower Class
VIC-2024-KA-0906,Janya Om,21,Male,"H.No. 814, Bose Circle, Jalna-525201",Bengaluru Urban,Lower Class
VIC-2024-KA-0907,Fiyaz Khalsa,64,Male,"031, Sehgal Nagar, Narasaraopet 707937",Bengaluru Urban,Middle Class
VIC-2024-KA-0908,Oeshi Kala,61,Female,"H.No. 285, Chopra Marg, Bijapur 771353",Vijayapura,Upper Middle Class
VIC-2024-KA-0909,Anita Kala,44,Male,"259, Bakshi Circle, Kolhapur 736295",Kalaburagi,Upper Middle Class
VIC-2024-KA-0910,Qadim Din,34,Male,"94, Madan Chowk, Karnal-736556",Vijayapura,Middle Class
VIC-2024-KA-0911,Andrew Upadhyay,48,Female,"556, Nayak Marg, Jalgaon 140785",Mysuru,Lower Class
VIC-2024-KA-0912,Tara Mutti,15,Female,"409, Ramanathan Path, Kollam 192492",Hubballi-Dharwad,Lower Class
VIC-2024-KA-0913,Hemangini Varty,72,Other,"15/04, Bail Marg, Faridabad 743432",Ballari,Middle Class
VIC-2024-KA-0914,Oni Madan,12,Other,"339, Raj Street, Ludhiana-447888",Mysuru,Lower Class
VIC-2024-KA-0915,Falak Choudhary,19,Female,"H.No. 33, Vasa Path, Khora -085847",Mysuru,Upper Middle Class
VIC-2024-KA-0916,Libni Pandey,75,Female,"67/778, Dass Zila, Eluru 402784",Mangaluru,Upper Middle Class
VIC-2024-KA-0917,Pranit Dayal,70,Other,"H.No. 39, Ratti Street, Patiala 570119",Chikkamagaluru,Upper Middle Class
VIC-2024-KA-0918,Imaran Aggarwal,60,Other,"H.No. 59, Sarin Circle, Begusarai 432890",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-0919,Upasna Memon,22,Other,"H.No. 012, Karpe Street, Nadiad-083002",Mysuru,Upper Middle Class
VIC-2024-KA-0920,Kevin Prasad,35,Male,"H.No. 672, Kakar Nagar, Karimnagar-646904",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-0921,Ati Jaggi,12,Female,"52/838, Chaudhuri Road, Warangal 217504",Shivamogga,Upper Middle Class
VIC-2024-KA-0922,Anmol Dora,47,Female,"H.No. 563, Narasimhan Road, Raiganj-605936",Belagavi,Middle Class
VIC-2024-KA-0923,Hamsini More,59,Male,"H.No. 94, Jain Road, New Delhi-734025",Kalaburagi,Lower Class
VIC-2024-KA-0924,Advik Gaba,49,Male,"22/39, Jaggi Chowk, Patiala 879519",Bengaluru Urban,Upper Middle Class
VIC-2024-KA-0925,Ranbir Datta,62,Male,"H.No. 59, Dash, Thrissur-710593",Kalaburagi,Middle Class
VIC-2024-KA-0926,Vrinda Misra,61,Female,"08/494, Pillay Circle, Ambala 208034",Davangere,Lower Class
VIC-2024-KA-0927,Maya Tata,76,Female,"580, Viswanathan Road, Rajahmundry-997423",Davangere,Upper Middle Class
VIC-2024-KA-0928,Simon Dash,10,Other,"828, Suri Chowk, Rampur 048733",Ballari,Middle Class
VIC-2024-KA-0929,Caleb Rau,77,Other,"97/471, Narayanan Chowk, Bhimavaram-014565",Mysuru,Middle Class
VIC-2024-KA-0930,Sneha Butala,32,Female,"85/195, Palla Road, Berhampur 262949",Tumakuru,Lower Class
VIC-2024-KA-0931,Daksha Chada,44,Female,"415, Sekhon Nagar, Dehradun 342774",Chikkamagaluru,Middle Class
VIC-2024-KA-0932,Umang Samra,36,Female,"61, Dhingra Path, North Dumdum-497434",Mysuru,Middle Class
VIC-2024-KA-0933,Fitan Sarma,36,Female,"91, Jani Path, Tadepalligudem-643355",Bengaluru Urban,Upper Middle Class
VIC-2024-KA-0934,Isha Peri,13,Other,"H.No. 041, Prabhakar Marg, Mathura 673843",Hassan,Middle Class
VIC-2024-KA-0935,Yashasvi Ratti,17,Female,"59, Choudhury Chowk, Kottayam 004966",Mangaluru,Upper Middle Class
VIC-2024-KA-0936,Yachana Tata,61,Male,"82/177, Nori Chowk, Dehri 753778",Vijayapura,Upper Middle Class
VIC-2024-KA-0937,Zayan Nazareth,74,Female,"621, Banerjee Street, Aligarh-554956",Ballari,Upper Middle Class
VIC-2024-KA-0938,Neel Babu,16,Other,"H.No. 27, Ravel Path, Jalgaon 229328",Mangaluru,Upper Middle Class
VIC-2024-KA-0939,Damyanti Divan,25,Female,"H.No. 575, Bandi, Anantapuram-905886",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-0940,Kevin Deshpande,33,Male,"H.No. 813, Sharma Nagar, Karaikudi-528273",Tumakuru,Upper Middle Class
VIC-2024-KA-0941,Pallavi Baria,62,Male,"35, Sami Zila, Chennai-884840",Chikkamagaluru,Lower Class
VIC-2024-KA-0942,Vihaan Varty,68,Female,"H.No. 132, Som, Munger-818878",Ballari,Upper Middle Class
VIC-2024-KA-0943,Chavvi Savant,10,Male,"H.No. 927, Gokhale Chowk, Bally 023171",Hassan,Lower Class
VIC-2024-KA-0944,Bhanumati Chandra,82,Other,"882, Patil Street, Burhanpur-244804",Hassan,Lower Class
VIC-2024-KA-0945,Oliver Dubey,20,Female,"93/470, Edwin Street, Gulbarga 289450",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-0946,Rudra Bhalla,66,Male,"30, Patla Circle, Jamalpur 824600",Hubballi-Dharwad,Middle Class
VIC-2024-KA-0947,Chaitanya Ramaswamy,21,Male,"H.No. 25, Vaidya Ganj, Solapur-027100",Bengaluru Urban,Lower Class
VIC-2024-KA-0948,Amara Sunder,77,Female,"49/260, Kakar Zila, Pali-247590",Hassan,Upper Middle Class
VIC-2024-KA-0949,Hiral Palan,7,Female,"94/351, Dua Street, Malda-226481",Tumakuru,Lower Class
VIC-2024-KA-0950,Yadavi Divan,57,Male,"04/25, Walia Chowk, Latur-704449",Bengaluru Rural,Middle Class
VIC-2024-KA-0951,Maanas Bahl,14,Male,"03, Minhas Marg, Bhatpara 601356",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-0952,Rehaan Gole,83,Other,"81/56, Peri Marg, Ozhukarai 459118",Mysuru,Upper Middle Class
VIC-2024-KA-0953,Yasti Prabhakar,25,Male,"H.No. 84, Kale Nagar, Dharmavaram-600994",Ballari,Middle Class
VIC-2024-KA-0954,Unnati Kaul,14,Female,"H.No. 344, Sundaram Marg, Muzaffarpur 783471",Davangere,Lower Class
VIC-2024-KA-0955,Jyoti Ganesh,69,Female,"03/738, Karan Chowk, Dhule-468616",Mangaluru,Middle Class
VIC-2024-KA-0956,Lopa Doshi,20,Male,"58, Kala Zila, Malegaon 696812",Hubballi-Dharwad,Middle Class
VIC-2024-KA-0957,Rajata Issac,74,Other,"H.No. 830, Thaker Street, Satara-413686",Kalaburagi,Middle Class
VIC-2024-KA-0958,Bishakha Maharaj,56,Other,"10/018, Ganesan Zila, Rajkot 437353",Davangere,Middle Class
VIC-2024-KA-0959,Indali Parmar,8,Male,"89/573, Kale, Bhubaneswar 383992",Vijayapura,Lower Class
VIC-2024-KA-0960,Agastya Rout,39,Male,"903, Chandran Ganj, Morena 109338",Tumakuru,Lower Class
VIC-2024-KA-0961,Aarna Pandey,25,Female,"70/122, Sama Street, Kadapa 703120",Tumakuru,Middle Class
VIC-2024-KA-0962,Upadhriti Kapoor,84,Other,"H.No. 68, Vaidya Marg, Ramgarh 198095",Bengaluru Urban,Middle Class
VIC-2024-KA-0963,Vedika Gandhi,70,Male,"H.No. 998, Wali Nagar, Buxar 842254",Mangaluru,Upper Middle Class
VIC-2024-KA-0964,Arin Bhattacharyya,50,Female,"18/330, Agate Road, Bhagalpur 216823",Belagavi,Upper Middle Class
VIC-2024-KA-0965,Atharv Thakkar,49,Male,"29, Atwal Ganj, Gulbarga-145951",Davangere,Middle Class
VIC-2024-KA-0966,Chakradev Dugar,8,Other,"H.No. 22, Kadakia Street, Dehri-367318",Vijayapura,Upper Middle Class
VIC-2024-KA-0967,Arunima Minhas,20,Female,"53/97, Bath Chowk, Tenali-380565",Kalaburagi,Upper Middle Class
VIC-2024-KA-0968,Michael Pall,23,Other,"H.No. 93, Sangha Zila, Rohtak-787720",Bengaluru Rural,Lower Class
VIC-2024-KA-0969,Sai Amble,44,Female,"538, Choudhry Zila, Vijayawada-676958",Shivamogga,Lower Class
VIC-2024-KA-0970,Tamanna Rajagopal,72,Female,"154, Khatri Zila, Davanagere 932725",Hassan,Middle Class
VIC-2024-KA-0971,Isha Dash,20,Male,"H.No. 90, Singhal Marg, Muzaffarpur-748046",Chikkamagaluru,Lower Class
VIC-2024-KA-0972,Chakrika Sankar,5,Other,"H.No. 73, Kuruvilla Nagar, Khandwa 930631",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-0973,Logan Sankar,62,Female,"08, Saran Chowk, Gulbarga 372486",Tumakuru,Lower Class
VIC-2024-KA-0974,Leena Sangha,23,Other,"H.No. 365, Keer Marg, Yamunanagar 869039",Mysuru,Lower Class
VIC-2024-KA-0975,Zayan Mitra,66,Other,"10/159, Srinivasan Road, Narasaraopet-071027",Ballari,Lower Class
VIC-2024-KA-0976,Qabil Sule,82,Male,"220, Bhatia, Yamunanagar 331525",Mangaluru,Lower Class
VIC-2024-KA-0977,Udant Dugar,77,Other,"10/431, Sethi, Agra 178541",Chikkamagaluru,Lower Class
VIC-2024-KA-0978,David Devi,53,Other,"94/306, Singh Circle, Bihar Sharif 773226",Mysuru,Lower Class
VIC-2024-KA-0979,Anvi Sarraf,45,Male,"H.No. 310, Lanka Nagar, Salem 039325",Bengaluru Urban,Upper Middle Class
VIC-2024-KA-0980,Darpan Sampath,17,Other,"H.No. 18, Chana Chowk, Shimla 705709",Mysuru,Upper Middle Class
VIC-2024-KA-0981,Janaki Patla,75,Other,"30/551, Dhingra Road, Hazaribagh-592228",Hassan,Lower Class
VIC-2024-KA-0982,Champak Thaman,65,Other,"H.No. 11, Kata Marg, Thiruvananthapuram-037414",Ballari,Middle Class
VIC-2024-KA-0983,Varenya Kanda,64,Other,"32, Rao Marg, Madanapalle 953696",Kalaburagi,Middle Class
VIC-2024-KA-0984,Anmol Mann,54,Female,"58/31, Khalsa Ganj, South Dumdum 661331",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-0985,Oliver Chandran,70,Female,"45/18, Saraf Street, Sri Ganganagar 338304",Mysuru,Lower Class
VIC-2024-KA-0986,Jackson Sangha,58,Other,"H.No. 09, Vora Chowk, Jehanabad 534957",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-0987,Arin Mann,52,Female,"H.No. 94, Mani Ganj, Surendranagar Dudhrej 924627",Belagavi,Upper Middle Class
VIC-2024-KA-0988,Krish Kanda,57,Other,"H.No. 505, Talwar Ganj, Unnao-674527",Davangere,Middle Class
VIC-2024-KA-0989,Darsh Kanda,70,Female,"53/53, Gera Street, Alwar 673104",Hubballi-Dharwad,Lower Class
VIC-2024-KA-0990,Devika Rege,40,Female,"66/69, Raval Zila, Kurnool 297859",Mangaluru,Lower Class
VIC-2024-KA-0991,Eshana Din,22,Other,"45, Kale Path, Ozhukarai-631962",Kalaburagi,Upper Middle Class
VIC-2024-KA-0992,Ikshita Parekh,79,Male,"88/652, Srivastava Street, Karawal Nagar 093166",Chikkamagaluru,Upper Middle Class
VIC-2024-KA-0993,Ganga Dora,27,Male,"771, Dixit Street, Gopalpur 548458",Belagavi,Lower Class
VIC-2024-KA-0994,Vedhika Sarin,24,Female,"H.No. 531, Hegde Ganj, Tirunelveli-311017",Shivamogga,Upper Middle Class
VIC-2024-KA-0995,Lavanya Brar,16,Male,"963, Chada Ganj, Kumbakonam-916537",Belagavi,Lower Class
VIC-2024-KA-0996,Parth Mander,83,Male,"688, Khare Chowk, Bettiah 733685",Tumakuru,Upper Middle Class
VIC-2024-KA-0997,Reyansh Misra,24,Other,"H.No. 787, Memon Circle, Allahabad 984153",Chikkamagaluru,Upper Middle Class
VIC-2024-KA-0998,Saanvi Boase,9,Other,"H.No. 60, Tailor Road, Jalandhar 870537",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-0999,Yasti Om,69,Female,"H.No. 083, Bajwa Chowk, Pali-645996",Hassan,Middle Class
VIC-2024-KA-1000,Mitali Chopra,33,Other,"67/327, Swamy Circle, Katihar-009554",Chikkamagaluru,Lower Class
VIC-2024-KA-1001,Lucky Doctor,69,Male,"H.No. 81, Bandi Road, Navi Mumbai 037849",Kalaburagi,Lower Class
VIC-2024-KA-1002,Aarav Rana,36,Other,"46/18, Tripathi Street, Aurangabad-608134",Vijayapura,Middle Class
VIC-2024-KA-1003,Yashawini Dasgupta,36,Other,"78/403, Kannan Ganj, Bhagalpur-974072",Davangere,Lower Class
VIC-2024-KA-1004,Harish Upadhyay,50,Other,"H.No. 776, Gola Road, Bijapur 613944",Bengaluru Urban,Upper Middle Class
VIC-2024-KA-1005,Sara Roy,21,Female,"45/758, Palan Road, Bhimavaram-930510",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-1006,Ishanvi Patel,14,Female,"39, Pandit Zila, Burhanpur-701562",Chikkamagaluru,Middle Class
VIC-2024-KA-1007,Gautami Ravi,54,Other,"13/45, Sawhney Marg, Salem 267559",Ballari,Upper Middle Class
VIC-2024-KA-1008,Ladli Kara,40,Female,"16/19, Chahal Chowk, Aurangabad-039569",Vijayapura,Middle Class
VIC-2024-KA-1009,Kevin Chaudhari,45,Male,"94/080, Ramanathan Circle, Jabalpur 004001",Hassan,Upper Middle Class
VIC-2024-KA-1010,Andrew Devi,23,Female,"H.No. 187, Bal Ganj, Katihar 648715",Tumakuru,Middle Class
VIC-2024-KA-1011,Veda Tandon,76,Female,"89/185, Mander Zila, Tirunelveli 672216",Davangere,Middle Class
VIC-2024-KA-1012,Charvi Kumer,80,Male,"68, Tank Path, Nagaon-835055",Tumakuru,Middle Class
VIC-2024-KA-1013,Utkarsh Pau,47,Other,"H.No. 649, Hora Chowk, Silchar 895040",Ballari,Upper Middle Class
VIC-2024-KA-1014,Tanmayi Sangha,41,Other,"714, Srinivasan Ganj, Surendranagar Dudhrej-546548",Davangere,Upper Middle Class
VIC-2024-KA-1015,Ishwar Contractor,21,Male,"06/784, Talwar Marg, Dewas-781851",Davangere,Upper Middle Class
VIC-2024-KA-1016,Devansh Bath,67,Other,"63, Pal Nagar, Belgaum-713885",Hassan,Lower Class
VIC-2024-KA-1017,Lipika Thakur,80,Other,"05/42, Magar Nagar, Gulbarga 561739",Shivamogga,Middle Class
VIC-2024-KA-1018,Rachit Chad,21,Male,"48/04, Sachdev Marg, Bhusawal-134653",Bengaluru Urban,Middle Class
VIC-2024-KA-1019,Dominic Taneja,11,Other,"93, Tella Ganj, Bikaner 962608",Shivamogga,Lower Class
VIC-2024-KA-1020,Shravya Natarajan,19,Female,"73, Comar Circle, Jamnagar 067608",Mangaluru,Middle Class
VIC-2024-KA-1021,Advaith Trivedi,12,Male,"05/060, Muni Marg, Burhanpur-472909",Mangaluru,Middle Class
VIC-2024-KA-1022,Neha Dhar,82,Other,"25/38, Talwar Path, Dibrugarh-244760",Mysuru,Lower Class
VIC-2024-KA-1023,Owen Virk,13,Other,"H.No. 97, Pau Road, Morena-985569",Bengaluru Urban,Lower Class
VIC-2024-KA-1024,Nathan Sagar,64,Male,"466, Arora, Ahmednagar-639826",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-1025,Vanya Sura,37,Male,"603, Sama Nagar, Loni-011620",Ballari,Lower Class
VIC-2024-KA-1026,Siya Kade,55,Male,"H.No. 876, Chahal Path, Giridih-616591",Mangaluru,Middle Class
VIC-2024-KA-1027,Ryan Patla,52,Other,"H.No. 92, Ganesh Zila, Jaipur 723590",Davangere,Upper Middle Class
VIC-2024-KA-1028,Sudiksha Kala,44,Male,"45/270, Ramaswamy, Chinsurah-241408",Chikkamagaluru,Lower Class
VIC-2024-KA-1029,Urvashi Sachdeva,26,Other,"H.No. 48, Mani Marg, Kolhapur 047672",Chikkamagaluru,Middle Class
VIC-2024-KA-1030,Gauri Sem,27,Male,"37, Raju Circle, Vadodara 699510",Bengaluru Urban,Lower Class
VIC-2024-KA-1031,Vidhi Varghese,53,Female,"54/39, Chander Ganj, Secunderabad 101416",Ballari,Lower Class
VIC-2024-KA-1032,Radha Setty,11,Female,"77, Buch, Bhusawal 495820",Belagavi,Upper Middle Class
VIC-2024-KA-1033,Shivansh Anne,57,Male,"14/237, Rajagopalan Marg, Kavali-896365",Hubballi-Dharwad,Lower Class
VIC-2024-KA-1034,Wakeeta Rattan,28,Other,"583, Madan Nagar, Mangalore-501766",Mysuru,Upper Middle Class
VIC-2024-KA-1035,Krishna Luthra,84,Female,"H.No. 99, Ramachandran Zila, Gangtok 914262",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-1036,Ekansh Yohannan,76,Other,"23/29, Badal Circle, Kurnool 859658",Kalaburagi,Middle Class
VIC-2024-KA-1037,Netra Sinha,83,Male,"H.No. 390, Rastogi Road, Ghaziabad 009972",Mangaluru,Lower Class
VIC-2024-KA-1038,Ekalinga Dugar,24,Male,"17, Sekhon Marg, Ghaziabad-436661",Hassan,Middle Class
VIC-2024-KA-1039,Leena Oza,54,Male,"24/876, Kumer Path, Bongaigaon 773159",Ballari,Middle Class
VIC-2024-KA-1040,Viraj Rattan,58,Other,"65, Sheth Street, Katni-054254",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-1041,Nikita Dugar,5,Male,"63, Mand Circle, Rampur-326488",Vijayapura,Lower Class
VIC-2024-KA-1042,Vincent Kapur,74,Female,"34/929, Srivastava Nagar, Bongaigaon-853882",Bengaluru Rural,Middle Class
VIC-2024-KA-1043,Aradhana Dar,68,Male,"49/336, Basak Chowk, Mahbubnagar-071567",Tumakuru,Upper Middle Class
VIC-2024-KA-1044,Pratyush Mitra,77,Female,"36, Wadhwa Ganj, Machilipatnam 955612",Davangere,Upper Middle Class
VIC-2024-KA-1045,Abhimanyu Thaker,18,Other,"792, Subramaniam Street, Kurnool 458310",Shivamogga,Middle Class
VIC-2024-KA-1046,Tanay Bail,40,Male,"09, Bir Marg, Tadepalligudem 180483",Tumakuru,Middle Class
VIC-2024-KA-1047,Gautam Zachariah,60,Male,"401, Tella Ganj, Burhanpur 156309",Tumakuru,Lower Class
VIC-2024-KA-1048,Isaac Bhattacharyya,49,Male,"94/53, Walla Chowk, Hapur-044145",Chikkamagaluru,Middle Class
VIC-2024-KA-1049,Bhanumati Balay,60,Male,"25/875, Hayre Zila, Barasat-361122",Mangaluru,Lower Class
VIC-2024-KA-1050,Anya Prakash,15,Female,"584, Karpe Nagar, Rajahmundry-977763",Mangaluru,Upper Middle Class
VIC-2024-KA-1051,Aadi Krishna,78,Male,"50/80, Sastry Marg, Meerut 828025",Chikkamagaluru,Middle Class
VIC-2024-KA-1052,Niharika Ben,22,Other,"H.No. 472, Dara Chowk, Khora -913084",Hassan,Middle Class
VIC-2024-KA-1053,Nidra Mukherjee,70,Other,"31/780, Amble, Patiala 219939",Kalaburagi,Lower Class
VIC-2024-KA-1054,Darsh Bal,61,Male,"18/54, Dugal Road, Aurangabad-619317",Vijayapura,Upper Middle Class
VIC-2024-KA-1055,Tarak Chokshi,6,Female,"515, Saran Street, Kirari Suleman Nagar-492965",Chikkamagaluru,Upper Middle Class
VIC-2024-KA-1056,Eiravati Gade,23,Other,"81/68, Brahmbhatt Circle, Tadepalligudem-675777",Bengaluru Rural,Middle Class
VIC-2024-KA-1057,Nicholas Sabharwal,12,Female,"93/900, Chatterjee Zila, Durgapur-543863",Belagavi,Lower Class
VIC-2024-KA-1058,Pallavi Ramachandran,19,Female,"49, Puri Marg, Miryalaguda-441814",Kalaburagi,Middle Class
VIC-2024-KA-1059,Radha Nadig,53,Other,"69/05, Chada Ganj, Mira-Bhayandar 101588",Belagavi,Upper Middle Class
VIC-2024-KA-1060,Aadhya Pall,51,Male,"07, Chandra, Surat-263586",Mysuru,Middle Class
VIC-2024-KA-1061,Urishilla Ramaswamy,47,Other,"46, Pradhan Zila, Dhanbad-550807",Shivamogga,Lower Class
VIC-2024-KA-1062,Banjeet Chaudry,52,Female,"36/498, Rattan Street, Thiruvananthapuram-171529",Bengaluru Rural,Middle Class
VIC-2024-KA-1063,Samar Mane,5,Other,"239, Sharaf, Jammu 629875",Bengaluru Rural,Middle Class
VIC-2024-KA-1064,Nathan Mittal,59,Other,"H.No. 244, Varghese Street, Dharmavaram 064599",Vijayapura,Middle Class
VIC-2024-KA-1065,Yoshita Sandhu,62,Female,"38, Atwal Ganj, Asansol 769504",Bengaluru Rural,Middle Class
VIC-2024-KA-1066,Yachana Bhakta,13,Female,"H.No. 34, Mand Nagar, Panipat-977648",Ballari,Upper Middle Class
VIC-2024-KA-1067,Jalsa Choudhry,22,Male,"358, Sharaf Ganj, Hospet-016570",Vijayapura,Lower Class
VIC-2024-KA-1068,Hema Badami,64,Female,"40/58, Luthra Zila, Bathinda 938352",Mangaluru,Upper Middle Class
VIC-2024-KA-1069,Chakrika Amble,25,Other,"H.No. 51, Ahuja Circle, Vellore 645889",Bengaluru Urban,Upper Middle Class
VIC-2024-KA-1070,Ranbir Balakrishnan,9,Male,"32/68, Dhaliwal Road, Alwar-177643",Chikkamagaluru,Upper Middle Class
VIC-2024-KA-1071,Hritik Patil,9,Other,"80/15, Agrawal Nagar, Panihati-811460",Davangere,Upper Middle Class
VIC-2024-KA-1072,Ekani Khalsa,44,Female,"25, Sampath Path, Bhatpara 714102",Ballari,Lower Class
VIC-2024-KA-1073,Nicholas Sahota,58,Other,"H.No. 027, Setty Ganj, Bokaro 968673",Bengaluru Rural,Lower Class
VIC-2024-KA-1074,Zayan Bhardwaj,62,Other,"73, Anne Chowk, Madhyamgram-999226",Vijayapura,Lower Class
VIC-2024-KA-1075,Devansh Barman,39,Male,"626, Sant, Fatehpur-116546",Bengaluru Urban,Upper Middle Class
VIC-2024-KA-1076,Saksham Thakkar,24,Male,"92/465, Dara Road, Ujjain-152091",Mangaluru,Middle Class
VIC-2024-KA-1077,Xalak Sandhu,52,Female,"H.No. 98, Hari Chowk, Ajmer-644475",Tumakuru,Middle Class
VIC-2024-KA-1078,Zayan Sengupta,21,Female,"H.No. 33, Gandhi Nagar, Surendranagar Dudhrej 127808",Tumakuru,Upper Middle Class
VIC-2024-KA-1079,Irya Tandon,27,Other,"82/211, Kala Circle, Nagercoil-106651",Chikkamagaluru,Middle Class
VIC-2024-KA-1080,Manbir Ravel,85,Female,"H.No. 05, Barman Zila, Warangal-194262",Vijayapura,Lower Class
VIC-2024-KA-1081,Parth Pillay,40,Male,"406, Sama Nagar, Jabalpur-566421",Hassan,Lower Class
VIC-2024-KA-1082,Ekapad Pingle,31,Other,"13, Handa Path, Mango-291372",Belagavi,Upper Middle Class
VIC-2024-KA-1083,Lekha Sen,34,Other,"89/645, Mital Street, Gorakhpur 406648",Bengaluru Urban,Upper Middle Class
VIC-2024-KA-1084,Avi Gade,73,Other,"88/791, Sastry Path, Tirunelveli-394852",Davangere,Middle Class
VIC-2024-KA-1085,Yochana Dani,57,Female,"H.No. 463, Shan Marg, Raipur-244260",Hubballi-Dharwad,Lower Class
VIC-2024-KA-1086,Nitara Tiwari,80,Female,"H.No. 614, Nayar Zila, Haridwar 332502",Bengaluru Rural,Middle Class
VIC-2024-KA-1087,Falak Gola,53,Female,"77, Maharaj Circle, Bhavnagar-420513",Vijayapura,Lower Class
VIC-2024-KA-1088,Vritti Prabhu,37,Female,"H.No. 89, Kara Marg, Tinsukia-151259",Tumakuru,Lower Class
VIC-2024-KA-1089,Rajata Sankaran,44,Male,"01/36, Dalal Circle, Miryalaguda-471729",Tumakuru,Lower Class
VIC-2024-KA-1090,Kalpit Gandhi,47,Female,"H.No. 02, Parmar Street, Satara-252044",Bengaluru Rural,Lower Class
